,AD_beta,AD_logp,PD_beta,PD_logp,FTD_beta,FTD_logp,ALS_beta,ALS_logp
IL23R,0.015148651,1.1285931,-0.020817075,0.9385914,-0.024879385,0.5787257,0.025049642,0.47891614
IL7R,0.024504593,1.3581755,-0.02992291,1.110611,-0.031067338,0.58779925,0.03389075,0.4834891
LILRB1,0.022469364,1.7989862,-0.02411303,1.5551975,-0.010253327,0.577634,0.020341499,0.4845761
LILRB2,0.02977039,1.4852959,-0.026548263,1.1772801,-0.014982977,0.5628119,0.031012073,0.48775232
JAG1,0.026973763,1.7488403,-0.017643675,1.4482203,-0.011448323,0.57083666,0.02988695,0.48394704
JAG2,0.023964912,2.2034178,-0.019167434,1.9144087,-0.003083774,0.58821315,0.01925361,0.49645987
JAML,0.020330034,1.2832814,-0.0066764546,1.1490843,-0.02534587,0.5463791,0.030531567,0.43015456
KIR2DL4,0.02506994,2.0557249,-0.026131745,1.785104,-0.005075413,0.57987505,0.01664582,0.49193576
KIR3DL2,0.019987874,2.2996614,-0.020051917,2.0811915,-0.0010429211,0.5898787,0.0091314865,0.4869583
KIR3DS1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
KLRF1,0.020604117,1.9179357,-0.015376294,1.7205553,-0.009981034,0.57474947,0.0191923,0.46844846
LAG3,0.02150278,1.6494079,-0.02719101,1.4267614,-0.014001879,0.56503356,0.025455149,0.47510898
SCARB2,0.024710871,1.1999611,-0.032973494,0.8354396,-0.03506029,0.5740197,0.05300268,0.4961598
MICB,0.03324515,1.2322506,-0.04623697,0.51082194,-0.057592854,0.610815,0.079759516,0.58327734
NCR1,0.022636918,1.7942786,-0.023442196,1.5467827,-0.012111315,0.5733321,0.022629563,0.4812873
RTN4R,0.035327476,2.1369755,-0.053085987,1.4123733,-0.055502415,0.64475495,0.07121944,0.5957393
NOTCH1,0.023768129,1.8503981,-0.01717757,1.5994513,-0.010137245,0.5729548,0.02296566,0.47727454
NOTCH3,0.024572946,1.9551395,-0.015977979,1.6999767,-0.007860829,0.58027756,0.02320541,0.4795293
NRCAM,0.015087293,1.8697523,-0.042884868,1.4656408,-0.019515138,0.58442575,0.04469206,0.5344996
CD200,0.028394215,1.3850766,-0.030734126,1.0914671,-0.018548861,0.5441101,0.036766224,0.47980025
PRLR,0.01876164,0.8753153,-0.026658349,0.600049,-0.048142526,0.59274304,0.040122665,0.48526785
ROBO3,0.018032823,1.6715583,-0.03627805,1.4076895,-0.0145959975,0.5629497,0.03444521,0.48899737
SEMA6B,0.012785617,1.8353287,-0.007447801,1.7770412,-0.015435572,0.5833236,0.016348405,0.43758175
SEMA6A,0.022075651,1.0088414,-0.027205922,0.74675995,-0.0271963,0.5659994,0.034701865,0.48373878
ICAM5,0.064688325,0.6458808,-0.07261731,-0.1079483,-0.020845603,0.51355636,0.08013161,0.5766677
SLAMF6,0.028029472,1.6134076,-0.028365579,1.3131409,-0.015125745,0.5722419,0.028343197,0.4910677
SCARF1,0.032014035,1.8588698,-0.027638394,1.4753106,-0.026934985,0.5927306,0.04543155,0.50638795
TNFRSF19,-0.00291571,1.3493344,-0.021850392,1.117729,-0.031341124,0.61080724,0.015550812,0.50610995
IL27RA,0.022301674,1.225658,-0.025320988,0.9416145,-0.021263935,0.56786186,0.03144819,0.4903606
TGFBR2,0.028424017,1.1785514,-0.019796181,0.7791527,-0.04217866,0.59686613,0.0432874,0.5076852
TNFRSF12A,-0.0135000395,-0.27498785,-0.010572342,-0.3926323,-0.05441553,0.58650863,0.018319935,0.47748253
UNC5C,0.01674178,1.6555809,-0.017114427,1.5258217,-0.013500855,0.5954735,0.016239462,0.47009483
PDE7A,0.0137924645,1.9180311,-0.014085066,1.7831724,-0.012437602,0.5865277,0.009049064,0.46185577
PRKAA1|PRKAB1|PRKAG1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PDE9A,0.012300108,2.148186,-0.014394777,1.99842,-0.0056953253,0.58761936,0.007901836,0.47113776
PPID,0.016438741,1.78679,-0.027071793,1.4923985,-0.10154974,0.749267,0.043181315,0.5172389
PSME3,0.013018012,2.879058,-0.016405098,2.6933627,0.0091574695,0.6092595,-0.0014116142,0.49485394
GCKR,0.014139235,2.950885,-0.012060303,2.7658467,0.010871096,0.6121044,-0.002900109,0.4938202
CSNK2A1|CSNK2B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
CSNK2A2|CSNK2B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PDK1,0.01402498,2.50477,-0.009903967,2.363952,0.0015575048,0.59921145,0.0025648745,0.47220793
KIF23,0.0147039145,2.8723145,-0.015847135,2.6694973,0.009439664,0.60915816,0.00016791746,0.49754512
IMPDH1,0.012203749,2.4751859,-0.0122181475,2.3095834,0.0013027119,0.5983592,0.0047849454,0.48060778
HMGCR,0.041323144,2.409567,-0.046026725,1.6375287,-0.045849364,0.64522433,0.09433915,0.6183175
PCSK9,0.037632916,0.28155136,-0.04304547,-0.46652907,-0.09271133,0.57476765,0.11424317,0.5454204
NR1D1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PPIE,0.0132462215,2.9602616,-0.0124535635,2.7823172,0.0107921995,0.61268604,-0.0033305201,0.49316382
MAP2K4,0.01594037,2.6165445,-0.023240555,2.380729,0.0048444862,0.6008645,0.0073934463,0.5029233
PRKAA2|PRKAB2|PRKAG1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
PDE2A,0.012962748,2.0475032,-0.014919413,1.8875837,-0.008055214,0.5854685,0.011163353,0.47068214
PPIF,0.022994934,1.9037534,-0.030127894,1.5828571,-0.049418863,0.6537173,0.031292863,0.51187146
STK17B,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
IMPDH2,0.012380008,2.4308648,-0.013154861,2.2656865,0.0003730571,0.5964417,0.0056607826,0.4799381
PDE11A,0.012977143,2.189881,-0.016377464,2.0294642,-0.0055652075,0.5897757,0.007984882,0.47472426
PDE1A,0.012977146,2.1898816,-0.016377466,2.0294645,-0.0055652075,0.5897758,0.007984883,0.47472426
PDE3A,0.012367954,2.1122372,-0.0141954925,1.967901,-0.007376874,0.58789617,0.007517429,0.4686687
PDE4D,0.013433129,2.2508972,-0.018236596,2.0792394,-0.0049008755,0.59375143,0.0061861165,0.47981828
MAP3K7|TAB1,0.013281014,2.9905982,-0.011249874,2.8145776,0.011425704,0.6136787,-0.004164108,0.4927566
TYK2,0.014704965,1.0765452,-0.018661758,0.917431,-0.03033172,0.59582657,0.022652255,0.47414562
CALR,0.023635674,1.5170242,-0.0258914,1.2247148,-0.0155648,0.5592986,0.029009921,0.48610604
MMP16,0.00948824,1.5612319,-0.016020382,1.4037199,-0.018566962,0.5923162,0.007657565,0.4780887
VAV1,0.014441801,1.7875344,-0.013734009,1.6192007,-0.015728772,0.60907835,0.012648811,0.48324016
SLC25A18,0.025124468,1.3173764,-0.020213488,0.92957425,-0.016037099,0.55539113,0.050741084,0.4997689
CCL11,0.040266883,1.8977066,-0.040998865,1.4424027,-0.002537163,0.5681016,0.03320325,0.53357494
TNNT2,0.022583298,1.8643078,-0.030654497,1.6063871,-0.011127584,0.5765989,0.019471249,0.48784703
ANXA6,0.05546335,0.6221644,-0.03569408,0.027318746,-0.024917196,0.5161479,0.071620725,0.52136153
CD86,0.021966292,1.3732195,-0.022752216,1.2172863,-0.019169856,0.5614927,0.021500872,0.45532507
S100A9,0.026761645,1.298425,-0.02217268,1.0275521,-0.019584347,0.5510635,0.03562208,0.4723309
CPE,0.04172318,-2.6578352,-0.10425341,-3.0811327,-0.11591196,0.3826713,0.11608503,0.424589
CKAP2,0.01328101,2.9905984,-0.011249881,2.8145776,0.0114257075,0.61367863,-0.004164108,0.49275658
CCNB1,0.013281012,2.9905984,-0.011249879,2.8145776,0.0114257075,0.6136787,-0.004164108,0.49275658
DLL1,0.021962661,2.2157617,-0.017839707,1.9441831,-0.002837806,0.5908904,0.01730779,0.49438626
GPC6,0.024879811,1.7905933,-0.07319566,1.3179414,-0.0098224925,0.56521094,0.042036574,0.55632675
HNRNPA2B1,0.009065499,2.6546278,-0.020115532,2.3990157,-0.009579903,0.6233661,0.01126973,0.5124515
IL1RN,0.03143877,1.268105,-0.045879196,0.87669873,-0.041333813,0.5846307,0.053423364,0.5083972
KRT18,0.012553721,1.099168,-0.023457792,0.85128766,-0.027278211,0.576361,0.025454339,0.4886617
TNFSF14,0.029708613,1.2842313,-0.03891256,0.9062846,-0.020771202,0.55446506,0.043826252,0.5044911
MIF,0.02902899,1.6399276,-0.0351378,1.2851511,-0.036593366,0.59554124,0.044309396,0.50094306
NLGN4X,0.020382414,2.2281642,-0.018938055,1.9988623,-0.0028200657,0.5875926,0.017388437,0.48575437
OMD,0.036716018,1.0849324,-0.023411911,0.6919786,-0.023018863,0.5603101,0.04552908,0.49327394
PIM1,0.013646582,2.8836343,-0.011505086,2.709177,0.0094585745,0.6100731,-0.0023659978,0.48992163
SET,0.012791252,2.2834754,-0.015927058,2.1295798,-0.0021368125,0.6039373,0.0031527856,0.48628634
TNFRSF13C,0.027432123,1.0004908,-0.04102542,0.68508285,-0.025985684,0.5384938,0.04545562,0.4851036
FAS,0.016495762,1.8771812,-0.016469657,1.7468181,-0.010439399,0.5864396,0.014996105,0.45896846
LEPR,0.041214716,0.32423937,-0.061773036,-0.26662236,-0.07708506,0.56904906,0.08488541,0.5328161
TNFRSF21,0.0325449,1.6367329,-0.034364827,1.1789908,-0.02967707,0.5870345,0.049705435,0.5204963
CD27,0.0127881095,2.0650196,-0.025858108,1.9456148,-0.007541706,0.57651746,0.005349136,0.46472865
TNFRSF11A,0.0014870993,1.4315351,0.009390334,1.9706001,-0.026646663,0.7168397,-0.05524477,0.37744552
SIRPA,0.022952573,1.3046664,-0.026679453,1.0275911,-0.02863707,0.57902265,0.036709677,0.48774725
TNNI2,0.02669669,1.1737611,-0.0541508,0.84760517,-0.025974985,0.549975,0.03494941,0.4975584
