Disease_category_ad,Disease_ad,Protein,Protein_definition_ad,NB_individual_ad,NB_case_ad,HR[95%CI]_ad,P_value_ad,Disease_category_pd,Disease_pd,Protein_definition_pd,NB_individual_pd,NB_case_pd,HR[95%CI]_pd,P_value_pd
Chapter VI Diseases of the nervous system,Alzheimer disease,TRIM40,E3 ubiquitin ligase TRIM40,43561,559,0.99 [0.89-1.11],0.910808208,Chapter VI Diseases of the nervous system,Parkinson's disease,E3 ubiquitin ligase TRIM40,43517,414,0.96 [0.84-1.10],0.557700662
Chapter VI Diseases of the nervous system,Alzheimer disease,TRIM5,Tripartite motif-containing protein 5,51445,655,0.99 [0.92-1.08],0.867173448,Chapter VI Diseases of the nervous system,Parkinson's disease,Tripartite motif-containing protein 5,51399,849,1.00 [0.93-1.08],0.966749552
Chapter VI Diseases of the nervous system,Alzheimer disease,TRIM58,E3 ubiquitin-protein ligase TRIM58,44579,573,0.89 [0.81-0.97],0.009769294,Chapter VI Diseases of the nervous system,Parkinson's disease,E3 ubiquitin-protein ligase TRIM58,44535,422,1.02 [0.92-1.14],0.70957774
Chapter VI Diseases of the nervous system,Alzheimer disease,TRPV3,Transient receptor potential cation channel subfamily V member 3,43319,555,1.04 [0.88-1.22],0.671856348,Chapter VI Diseases of the nervous system,Parkinson's disease,Transient receptor potential cation channel subfamily V member 3,43276,405,1.14 [0.96-1.36],0.134768632
Chapter VI Diseases of the nervous system,Alzheimer disease,TSC1,Hamartin,43494,565,0.93 [0.82-1.05],0.23470763,Chapter VI Diseases of the nervous system,Parkinson's disease,Hamartin,43449,414,1.04 [0.93-1.18],0.490659417
Chapter VI Diseases of the nervous system,Alzheimer disease,TSC22D1,TSC22 domain family protein 1,44708,575,0.96 [0.85-1.09],0.525921678,Chapter VI Diseases of the nervous system,Parkinson's disease,TSC22 domain family protein 1,44664,422,0.94 [0.82-1.09],0.436477222
Chapter VI Diseases of the nervous system,Alzheimer disease,TSHB,Thyrotropin subunit beta,51520,659,0.95 [0.87-1.03],0.211146702,Chapter VI Diseases of the nervous system,Parkinson's disease,Thyrotropin subunit beta,51476,849,0.95 [0.88-1.03],0.242607227
Chapter VI Diseases of the nervous system,Alzheimer disease,TSLP,Thymic stromal lymphopoietin,50576,656,1.03 [0.93-1.15],0.561988464,Chapter VI Diseases of the nervous system,Parkinson's disease,Thymic stromal lymphopoietin,50532,843,0.95 [0.85-1.06],0.331836106
Chapter VI Diseases of the nervous system,Alzheimer disease,TSNAX,Translin-associated protein X,43319,555,0.89 [0.73-1.10],0.296326873,Chapter VI Diseases of the nervous system,Parkinson's disease,Translin-associated protein X,43276,405,0.99 [0.78-1.27],0.957955938
Chapter VI Diseases of the nervous system,Alzheimer disease,TSPAN1,Tetraspanin-1,50576,656,0.99 [0.89-1.09],0.775506964,Chapter VI Diseases of the nervous system,Parkinson's disease,Tetraspanin-1,50532,843,0.98 [0.90-1.07],0.65349463
Chapter VI Diseases of the nervous system,Alzheimer disease,TSPAN15,Tetraspanin-15,43319,555,0.90 [0.76-1.06],0.207690432,Chapter VI Diseases of the nervous system,Parkinson's disease,Tetraspanin-15,43276,405,0.92 [0.76-1.13],0.429913073
Chapter VI Diseases of the nervous system,Alzheimer disease,TSPAN7,Tetraspanin-7,43345,561,0.99 [0.91-1.08],0.874631601,Chapter VI Diseases of the nervous system,Parkinson's disease,Tetraspanin-7,43303,408,1.13 [1.04-1.24],0.004910951
Chapter VI Diseases of the nervous system,Alzheimer disease,TSPAN8,Tetraspanin-8,44598,575,0.97 [0.89-1.05],0.394610941,Chapter VI Diseases of the nervous system,Parkinson's disease,Tetraspanin-8,44554,423,1.04 [0.95-1.14],0.41465578
Chapter VI Diseases of the nervous system,Alzheimer disease,TSPYL1,Testis-specific Y-encoded-like protein 1,43494,565,0.93 [0.76-1.14],0.494759316,Chapter VI Diseases of the nervous system,Parkinson's disease,Testis-specific Y-encoded-like protein 1,43449,414,0.96 [0.75-1.21],0.706220653
Chapter VI Diseases of the nervous system,Alzheimer disease,TST,Thiosulfate sulfurtransferase,50230,640,0.93 [0.85-1.02],0.142925706,Chapter VI Diseases of the nervous system,Parkinson's disease,Thiosulfate sulfurtransferase,50185,832,1.01 [0.93-1.10],0.802652233
Chapter VI Diseases of the nervous system,Alzheimer disease,TTF2,Transcription termination factor 2,43561,559,0.89 [0.75-1.05],0.169374117,Chapter VI Diseases of the nervous system,Parkinson's disease,Transcription termination factor 2,43517,414,0.92 [0.75-1.12],0.38386415
Chapter VI Diseases of the nervous system,Alzheimer disease,TTN,Titin,43319,555,1.00 [0.88-1.13],0.939484215,Chapter VI Diseases of the nervous system,Parkinson's disease,Titin,43276,405,1.12 [0.98-1.27],0.08982453
Chapter VI Diseases of the nervous system,Alzheimer disease,TTR,Transthyretin,44371,573,0.63 [0.46-0.87],0.004608563,Chapter VI Diseases of the nervous system,Parkinson's disease,Transthyretin,44328,417,1.06 [0.72-1.54],0.778610717
Chapter VI Diseases of the nervous system,Alzheimer disease,TUBB3,Tubulin beta-3 chain,43345,561,1.25 [0.94-1.67],0.11921247,Chapter VI Diseases of the nervous system,Parkinson's disease,Tubulin beta-3 chain,43303,408,0.76 [0.54-1.08],0.122201135
Chapter VI Diseases of the nervous system,Alzheimer disease,TWF2,Twinfilin-2,44792,582,0.92 [0.84-1.02],0.101436304,Chapter VI Diseases of the nervous system,Parkinson's disease,Twinfilin-2,44748,420,0.91 [0.81-1.02],0.105862638
Chapter VI Diseases of the nervous system,Alzheimer disease,TXK,Tyrosine-protein kinase TXK,43973,571,0.86 [0.76-0.97],0.017655234,Chapter VI Diseases of the nervous system,Parkinson's disease,Tyrosine-protein kinase TXK,43931,414,1.12 [1.00-1.24],0.048702106
Chapter VI Diseases of the nervous system,Alzheimer disease,TXLNA,Alpha-taxilin,51120,649,0.96 [0.89-1.04],0.30555042,Chapter VI Diseases of the nervous system,Parkinson's disease,Alpha-taxilin,51073,838,0.97 [0.90-1.04],0.324995686
Chapter VI Diseases of the nervous system,Alzheimer disease,TXN,Thioredoxin,44090,566,1.02 [0.85-1.22],0.828280322,Chapter VI Diseases of the nervous system,Parkinson's disease,Thioredoxin,44049,415,0.96 [0.78-1.20],0.745375851
Chapter VI Diseases of the nervous system,Alzheimer disease,TXNDC15,Thioredoxin domain-containing protein 15,51678,662,1.15 [0.90-1.48],0.262785401,Chapter VI Diseases of the nervous system,Parkinson's disease,Thioredoxin domain-containing protein 15,51632,850,0.90 [0.72-1.12],0.35312724
Chapter VI Diseases of the nervous system,Alzheimer disease,TXNDC5,Thioredoxin domain-containing protein 5,51972,664,1.01 [0.91-1.11],0.921538133,Chapter VI Diseases of the nervous system,Parkinson's disease,Thioredoxin domain-containing protein 5,51926,855,0.99 [0.90-1.08],0.80565192
Chapter VI Diseases of the nervous system,Alzheimer disease,TXNDC9,Thioredoxin domain-containing protein 9,44681,576,0.94 [0.80-1.09],0.396920096,Chapter VI Diseases of the nervous system,Parkinson's disease,Thioredoxin domain-containing protein 9,44637,419,0.95 [0.79-1.14],0.559043838
Chapter VI Diseases of the nervous system,Alzheimer disease,TXNL1,Thioredoxin-like protein 1,43262,561,0.95 [0.87-1.04],0.284519211,Chapter VI Diseases of the nervous system,Parkinson's disease,Thioredoxin-like protein 1,43220,408,1.09 [1.00-1.18],0.05792228
Chapter VI Diseases of the nervous system,Alzheimer disease,TXNRD1,"Thioredoxin reductase 1, cytoplasmic",51533,659,0.99 [0.85-1.15],0.896770416,Chapter VI Diseases of the nervous system,Parkinson's disease,"Thioredoxin reductase 1, cytoplasmic",51486,848,0.91 [0.79-1.04],0.169302421
Chapter VI Diseases of the nervous system,Alzheimer disease,TYMP,Thymidine phosphorylase,51191,654,0.99 [0.89-1.11],0.904337338,Chapter VI Diseases of the nervous system,Parkinson's disease,Thymidine phosphorylase,51148,847,1.00 [0.91-1.10],0.995242094
Chapter VI Diseases of the nervous system,Alzheimer disease,TYRO3,Tyrosine-protein kinase receptor TYRO3,51520,659,0.95 [0.74-1.21],0.668162877,Chapter VI Diseases of the nervous system,Parkinson's disease,Tyrosine-protein kinase receptor TYRO3,51476,849,0.92 [0.74-1.14],0.459975648
Chapter VI Diseases of the nervous system,Alzheimer disease,TYRP1,"5,6-dihydroxyindole-2-carboxylic acid oxidase",43494,565,1.10 [0.97-1.25],0.133647979,Chapter VI Diseases of the nervous system,Parkinson's disease,"5,6-dihydroxyindole-2-carboxylic acid oxidase",43449,414,0.89 [0.77-1.04],0.140092258
Chapter VI Diseases of the nervous system,Alzheimer disease,UBAC1,Ubiquitin-associated domain-containing protein 1,51282,658,0.98 [0.81-1.20],0.859022905,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquitin-associated domain-containing protein 1,51237,847,1.21 [1.02-1.45],0.028805242
Chapter VI Diseases of the nervous system,Alzheimer disease,UBE2B,Ubiquitin-conjugating enzyme E2 B,44579,573,0.89 [0.67-1.18],0.419229426,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquitin-conjugating enzyme E2 B,44535,422,1.06 [0.77-1.45],0.73161326
Chapter VI Diseases of the nervous system,Alzheimer disease,UBE2L6,Ubiquitin/ISG15-conjugating enzyme E2 L6,44786,575,1.01 [0.88-1.15],0.922454559,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquitin/ISG15-conjugating enzyme E2 L6,44742,423,0.90 [0.77-1.05],0.17025106
Chapter VI Diseases of the nervous system,Alzheimer disease,UBE2Z,Ubiquitin-conjugating enzyme E2 Z,43494,565,0.94 [0.81-1.09],0.409042023,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquitin-conjugating enzyme E2 Z,43449,414,1.00 [0.85-1.17],0.988706821
Chapter VI Diseases of the nervous system,Alzheimer disease,UBQLN3,Ubiquilin-3,43319,555,1.07 [0.93-1.24],0.353995364,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquilin-3,43276,405,0.99 [0.83-1.19],0.946263978
Chapter VI Diseases of the nervous system,Alzheimer disease,UBXN1,UBX domain-containing protein 1,43810,566,0.93 [0.83-1.05],0.26298258,Chapter VI Diseases of the nervous system,Parkinson's disease,UBX domain-containing protein 1,43766,407,0.93 [0.81-1.08],0.33681013
Chapter VI Diseases of the nervous system,Alzheimer disease,UFD1,Ubiquitin recognition factor in ER-associated degradation protein 1,44598,575,0.95 [0.90-1.01],0.087878238,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquitin recognition factor in ER-associated degradation protein 1,44554,423,0.97 [0.91-1.04],0.402975552
Chapter VI Diseases of the nervous system,Alzheimer disease,UGDH,UDP-glucose 6-dehydrogenase,43319,555,0.89 [0.81-0.98],0.022522699,Chapter VI Diseases of the nervous system,Parkinson's disease,UDP-glucose 6-dehydrogenase,43276,405,1.10 [1.01-1.20],0.024027684
Chapter VI Diseases of the nervous system,Alzheimer disease,UHRF2,E3 ubiquitin-protein ligase UHRF2,43319,555,1.18 [0.97-1.44],0.106153098,Chapter VI Diseases of the nervous system,Parkinson's disease,E3 ubiquitin-protein ligase UHRF2,43276,405,0.79 [0.58-1.08],0.137141197
Chapter VI Diseases of the nervous system,Alzheimer disease,ULBP2,UL16-binding protein 2,51120,649,1.07 [0.89-1.28],0.461564011,Chapter VI Diseases of the nervous system,Parkinson's disease,UL16-binding protein 2,51073,838,0.81 [0.69-0.95],0.00959976
Chapter VI Diseases of the nervous system,Alzheimer disease,UMOD,Uromodulin,51993,668,0.96 [0.84-1.08],0.476131278,Chapter VI Diseases of the nervous system,Parkinson's disease,Uromodulin,51950,855,1.00 [0.89-1.12],0.991654423
Chapter VI Diseases of the nervous system,Alzheimer disease,UNC5D,Netrin receptor UNC5D,43494,565,1.34 [1.00-1.78],0.047883764,Chapter VI Diseases of the nervous system,Parkinson's disease,Netrin receptor UNC5D,43449,414,1.19 [0.84-1.69],0.335286996
Chapter VI Diseases of the nervous system,Alzheimer disease,UNC79,Protein unc-79 homolog,43188,552,0.87 [0.75-1.02],0.08245327,Chapter VI Diseases of the nervous system,Parkinson's disease,Protein unc-79 homolog,43143,402,1.09 [0.92-1.29],0.298804963
Chapter VI Diseases of the nervous system,Alzheimer disease,UNG,Uracil-DNA glycosylase,44579,573,0.93 [0.73-1.18],0.570545592,Chapter VI Diseases of the nervous system,Parkinson's disease,Uracil-DNA glycosylase,44535,422,0.86 [0.65-1.14],0.306918627
Chapter VI Diseases of the nervous system,Alzheimer disease,UPB1,Beta-ureidopropionase,44786,575,0.97 [0.89-1.07],0.582313426,Chapter VI Diseases of the nervous system,Parkinson's disease,Beta-ureidopropionase,44742,423,0.91 [0.82-1.02],0.099855215
Chapter VI Diseases of the nervous system,Alzheimer disease,UPK3A,Uroplakin-3a,43345,561,0.95 [0.80-1.12],0.534048926,Chapter VI Diseases of the nervous system,Parkinson's disease,Uroplakin-3a,43303,408,0.90 [0.74-1.10],0.311656446
Chapter VI Diseases of the nervous system,Alzheimer disease,UPK3BL1,Uroplakin-3b-like protein 1,43888,571,0.85 [0.72-1.02],0.08127643,Chapter VI Diseases of the nervous system,Parkinson's disease,Uroplakin-3b-like protein 1,43846,413,1.11 [0.95-1.29],0.201682001
Chapter VI Diseases of the nervous system,Alzheimer disease,UROD,Uroporphyrinogen decarboxylase,43810,566,0.97 [0.86-1.09],0.614320335,Chapter VI Diseases of the nervous system,Parkinson's disease,Uroporphyrinogen decarboxylase,43766,407,0.97 [0.84-1.11],0.628002287
Chapter VI Diseases of the nervous system,Alzheimer disease,UROS,Uroporphyrinogen-III synthase,43561,559,1.06 [0.94-1.19],0.313880591,Chapter VI Diseases of the nervous system,Parkinson's disease,Uroporphyrinogen-III synthase,43517,414,0.96 [0.84-1.11],0.618301312
Chapter VI Diseases of the nervous system,Alzheimer disease,USO1,General vesicular transport factor p115,51282,658,0.98 [0.91-1.06],0.687149189,Chapter VI Diseases of the nervous system,Parkinson's disease,General vesicular transport factor p115,51237,847,0.94 [0.88-1.01],0.094629586
Chapter VI Diseases of the nervous system,Alzheimer disease,USP25,Ubiquitin carboxyl-terminal hydrolase 25,44579,573,0.90 [0.80-1.01],0.064658317,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquitin carboxyl-terminal hydrolase 25,44535,422,0.97 [0.85-1.10],0.600610166
Chapter VI Diseases of the nervous system,Alzheimer disease,USP28,Ubiquitin carboxyl-terminal hydrolase 28,44681,576,1.00 [0.80-1.24],0.982886671,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquitin carboxyl-terminal hydrolase 28,44637,419,0.97 [0.75-1.26],0.842545194
Chapter VI Diseases of the nervous system,Alzheimer disease,USP47,Ubiquitin carboxyl-terminal hydrolase 47,43319,555,0.98 [0.89-1.08],0.703853702,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquitin carboxyl-terminal hydrolase 47,43276,405,0.96 [0.85-1.08],0.496907237
Chapter VI Diseases of the nervous system,Alzheimer disease,USP8,Ubiquitin carboxyl-terminal hydrolase 8,50576,656,0.99 [0.92-1.06],0.766872616,Chapter VI Diseases of the nervous system,Parkinson's disease,Ubiquitin carboxyl-terminal hydrolase 8,50532,843,0.97 [0.91-1.04],0.384466869
Chapter VI Diseases of the nervous system,Alzheimer disease,UXS1,UDP-glucuronic acid decarboxylase 1,50307,647,1.06 [0.93-1.21],0.347378313,Chapter VI Diseases of the nervous system,Parkinson's disease,UDP-glucuronic acid decarboxylase 1,50261,834,1.06 [0.95-1.19],0.29447879
Chapter VI Diseases of the nervous system,Alzheimer disease,VAMP5,Vesicle-associated membrane protein 5,50576,656,1.00 [0.88-1.13],0.955641661,Chapter VI Diseases of the nervous system,Parkinson's disease,Vesicle-associated membrane protein 5,50532,843,0.97 [0.87-1.09],0.656368343
Chapter VI Diseases of the nervous system,Alzheimer disease,VAMP8,Vesicle-associated membrane protein 8,43494,565,0.95 [0.87-1.05],0.30963626,Chapter VI Diseases of the nervous system,Parkinson's disease,Vesicle-associated membrane protein 8,43449,414,0.98 [0.88-1.09],0.673412557
Chapter VI Diseases of the nervous system,Alzheimer disease,VASH1,Tubulinyl-Tyr carboxypeptidase 1,51445,655,1.01 [0.93-1.10],0.85728368,Chapter VI Diseases of the nervous system,Parkinson's disease,Tubulinyl-Tyr carboxypeptidase 1,51399,849,1.02 [0.95-1.10],0.560723586
Chapter VI Diseases of the nervous system,Alzheimer disease,VASN,Vasorin,50717,653,0.92 [0.71-1.19],0.520577211,Chapter VI Diseases of the nervous system,Parkinson's disease,Vasorin,50673,849,0.73 [0.59-0.92],0.006934102
Chapter VI Diseases of the nervous system,Alzheimer disease,VASP,Vasodilator-stimulated phosphoprotein,44826,575,0.92 [0.82-1.02],0.121436529,Chapter VI Diseases of the nervous system,Parkinson's disease,Vasodilator-stimulated phosphoprotein,44783,424,0.94 [0.83-1.07],0.349694891
Chapter VI Diseases of the nervous system,Alzheimer disease,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,51282,658,1.30 [0.92-1.84],0.141150644,Chapter VI Diseases of the nervous system,Parkinson's disease,Synaptic vesicle membrane protein VAT-1 homolog,51237,847,0.46 [0.34-0.64],1.84e-06
Chapter VI Diseases of the nervous system,Alzheimer disease,VAV3,Guanine nucleotide exchange factor VAV3,43345,561,0.95 [0.87-1.03],0.199314239,Chapter VI Diseases of the nervous system,Parkinson's disease,Guanine nucleotide exchange factor VAV3,43303,408,0.95 [0.86-1.05],0.290400614
Chapter VI Diseases of the nervous system,Alzheimer disease,VCAM1,Vascular cell adhesion protein 1,51643,662,1.44 [1.13-1.85],0.003348817,Chapter VI Diseases of the nervous system,Parkinson's disease,Vascular cell adhesion protein 1,51598,857,1.21 [0.97-1.50],0.084695299
Chapter VI Diseases of the nervous system,Alzheimer disease,VCAN,Versican core protein,51972,664,1.29 [1.03-1.61],0.025899596,Chapter VI Diseases of the nervous system,Parkinson's disease,Versican core protein,51926,855,1.24 [1.02-1.52],0.031877377
Chapter VI Diseases of the nervous system,Alzheimer disease,VCPKMT,Protein-lysine methyltransferase METTL21D,43188,552,1.01 [0.92-1.11],0.829728889,Chapter VI Diseases of the nervous system,Parkinson's disease,Protein-lysine methyltransferase METTL21D,43143,402,1.01 [0.91-1.13],0.840602821
